Id,Label,node_type,modularity_class,degree,weighted degree,eigencentrality,pageranks,stat_inf_class,clustering,triangles,X,Y,Size,Color
1282,microsoft,Word,5,3,0.321172,0.034648,0.00019,30,1,3,-1451.616943,-766.67395,10.821918,"#00c4ff"
1283,microsofts,Word,5,3,0.201135,0.034648,0.00019,30,1,3,-1516.415649,-819.840637,10.821918,"#00c4ff"
1284,gatess,Word,5,1,0.048655,0.010783,0.000094,30,0,0,-1266.711426,-736.616821,10,"#00c4ff"
1285,business,Word,5,2,0.061503,0.028861,0.000134,30,0,0,-1367.966553,-322.807343,10.410959,"#00c4ff"
1286,netscape,Word,5,2,0.079189,0.019043,0.000146,30,1,1,-1501.397217,-861.371216,10.410959,"#00c4ff"
1287,successful,Word,5,2,0.050849,0.024793,0.000145,32,0,0,-472.757294,-1005.246582,10.410959,"#00c4ff"
1288,windows,Word,5,2,0.096574,0.019043,0.000146,30,1,1,-1588.287964,-713.901672,10.410959,"#00c4ff"
1289,fortunes,Word,14,2,0.070963,0.021939,0.000145,24,1,1,-650.970581,-438.911682,10.410959,"#5795ff"
1290,recognition,Word,5,1,0.028223,0.010783,0.000094,30,0,0,-1450.422729,-979.661621,10,"#00c4ff"
1291,established,Word,5,1,0.026915,0.010783,0.000094,30,0,0,-1475.206543,-969.2771,10,"#00c4ff"
1292,type,Word,5,1,0.024362,0.010783,0.000094,30,0,0,-1588.651855,-970.195251,10,"#00c4ff"
1293,speech,Word,5,1,0.024169,0.010783,0.000094,30,0,0,-1661.65332,-950.986511,10,"#00c4ff"
1294,wealthiest,Word,5,2,0.046782,0.025581,0.000136,12,0,0,-140.608246,-627.310364,10.410959,"#00c4ff"
1295,businesses,Word,3,5,0.089697,0.05886,0.000276,0,0.1,1,646.490967,1024.532104,11.643835,"#9900e0"
1296,apple,Word,5,2,0.062911,0.019043,0.000146,30,1,1,-1690.949463,-897.131042,10.410959,"#00c4ff"
1297,reputation,Word,5,1,0.021327,0.010783,0.000094,30,0,0,-1665.445801,-987.202942,10,"#00c4ff"
1298,startup,Word,5,2,0.039594,0.019043,0.000146,30,1,1,-1978.026611,-783.040161,10.410959,"#00c4ff"
1299,buffet,Word,6,2,0.048964,0.023591,0.000138,29,1,1,-365.644989,-830.703735,10.410959,"#f00016"
1300,rapidity,Word,5,2,0.03762,0.022474,0.000146,30,1,1,-1808.500366,-528.252441,10.410959,"#00c4ff"
1302,discretion,Word,2,5,0.464507,0.066989,0.000262,0,0.8,8,-1694.750244,890.640564,11.643835,"#73c000"
1303,rule,Word,2,3,0.222854,0.028989,0.000184,0,1,3,-1848.495972,899.93927,10.821918,"#73c000"
1304,circumstances,Word,2,2,0.109215,0.017453,0.000138,0,1,1,-2018.765991,935.015015,10.410959,"#73c000"
1305,standard,Word,2,2,0.071104,0.017453,0.000138,0,1,1,-2123.700928,989.984619,10.410959,"#73c000"
1306,rulemaker,Word,2,2,0.064269,0.017453,0.000138,0,1,1,-2177.428955,993.670288,10.410959,"#73c000"
1307,judgemade,Word,2,2,0.064269,0.017453,0.000138,0,1,1,-2167.085693,1033.23584,10.410959,"#73c000"
1308,guidelines,Word,2,2,0.055905,0.017453,0.000138,0,1,1,-2253.098389,1033.292847,10.410959,"#73c000"
1309,sentencing,Word,2,2,0.060715,0.017453,0.000138,0,1,1,-2209.250488,1025.181152,10.410959,"#73c000"
1310,clarity,Word,2,2,0.053969,0.017453,0.000138,0,1,1,-2277.026611,1059.493896,10.410959,"#73c000"
1311,guidance,Word,2,1,0.02644,0.009556,0.000089,0,0,0,-2436.419189,1094.39502,10,"#73c000"
1312,definite,Word,2,1,0.02644,0.009556,0.000089,0,0,0,-2424.435791,1134.757324,10,"#73c000"
1313,enforced,Word,2,1,0.024463,0.009556,0.000089,0,0,0,-2496.259277,1148.926514,10,"#73c000"
1314,choice,Word,2,2,0.046726,0.017453,0.000138,0,1,1,-2354.845459,1075.046997,10.410959,"#73c000"
1315,antitrust,Word,2,4,0.077261,0.041086,0.000226,0,0.166667,1,-2031.88208,620.989197,11.232877,"#73c000"
1316,allow,Word,2,2,0.046358,0.017453,0.000138,0,1,1,-2357.257812,1124.62561,10.410959,"#73c000"
1318,bubbles,Word,13,2,0.287326,0.020146,0.000137,11,1,1,-682.812561,2469.188965,10.410959,"#ff5584"
1319,irrational,Word,13,2,0.080744,0.020146,0.000137,11,1,1,-732.368408,2723.725586,10.410959,"#ff5584"
1320,behavior,Word,13,6,0.163442,0.0686,0.000318,22,0.2,3,-660.687256,1211.700317,12.054794,"#ff5584"
1321,table,Word,13,1,0.045094,0.010686,0.000091,11,0,0,-789.085999,2749.053223,10,"#ff5584"
1322,herd,Word,13,2,0.06641,0.020146,0.000137,11,1,1,-740.265198,2817.013916,10.410959,"#ff5584"
1323,thinking,Word,13,2,0.052231,0.020146,0.000137,11,1,1,-788.812744,2930.273926,10.410959,"#ff5584"
1324,rational,Word,13,2,0.060381,0.020146,0.000137,11,1,1,-746.782776,2868.498047,10.410959,"#ff5584"
1325,linkedin,Word,13,2,0.051016,0.020146,0.000137,11,1,1,-750.947815,2960.318604,10.410959,"#ff5584"
1326,squared,Word,13,1,0.028642,0.010686,0.000091,11,0,0,-844.897522,2998.424805,10,"#ff5584"
1327,phenomenon,Word,13,2,0.041678,0.020146,0.000137,11,1,1,-794.304626,3074.398926,10.410959,"#ff5584"
1328,speculator,Word,13,1,0.025759,0.010686,0.000091,11,0,0,-864.503418,3075.354004,10,"#ff5584"
1329,profit,Word,13,2,0.035642,0.036467,0.000127,11,1,1,-971.665405,2718.158691,10.410959,"#ff5584"
1330,assetprice,Word,13,1,0.024074,0.010686,0.000091,11,0,0,-843.007996,3156.13623,10,"#ff5584"
1331,arises,Word,13,1,0.024074,0.010686,0.000091,11,0,0,-886.072327,3134.65625,10,"#ff5584"
1332,expanding,Word,13,1,0.020368,0.010686,0.000091,11,0,0,-865.920654,3275.394043,10,"#ff5584"
1333,explained,Word,13,1,0.01984,0.010686,0.000091,11,0,0,-893.158325,3311.268555,10,"#ff5584"
1335,norway,Word,15,2,0.083438,0.036628,0.000125,12,1,1,1399.28833,11.754427,10.410959,"#ff8805"
1336,capita,Word,14,5,0.186411,0.076948,0.000249,12,0.5,5,1281.751953,347.907806,11.643835,"#5795ff"
1337,percentage,Word,15,3,0.096063,0.056572,0.000161,12,0,0,1179.958618,209.227554,10.821918,"#ff8805"
1338,denmark,Word,15,1,0.042168,0.014798,0.000087,12,0,0,1499.005127,120.471771,10,"#ff8805"
1339,sweden,Word,15,2,0.051062,0.036628,0.000125,12,1,1,1633.090576,91.010559,10.410959,"#ff8805"
1340,finland,Word,15,1,0.037693,0.014798,0.000087,12,0,0,1567.362061,116.290894,10,"#ff8805"
1341,netherlands,Word,15,1,0.037689,0.014798,0.000087,12,0,0,1551.051147,166.301392,10,"#ff8805"
1342,parity,Word,15,1,0.032461,0.014798,0.000087,12,0,0,1657.932495,160.868179,10,"#ff8805"
1343,canada,Word,15,1,0.027479,0.014798,0.000087,12,0,0,1745.815918,209.809464,10,"#ff8805"
1344,portugal,Word,15,2,0.038855,0.027769,0.000125,12,1,1,1758.061279,366.127289,10.410959,"#ff8805"
1345,scandinavian,Word,15,1,0.024346,0.014798,0.000087,12,0,0,1834.214233,218.935806,10,"#ff8805"
1346,ranked,Word,6,3,0.085063,0.030271,0.000177,14,0.333333,1,1674.502319,-2059.356445,10.821918,"#f00016"
1347,germany,Word,15,4,0.088793,0.065908,0.000202,12,1,6,1457.794189,285.770233,11.232877,"#ff8805"
1348,singapore,Word,10,3,0.086503,0.041304,0.000178,12,0.333333,1,-548.940796,-2575.053467,10.821918,"#7370ff"
1349,middle,Word,15,2,0.032838,0.031706,0.000124,12,0,0,718.597107,1754.210571,10.410959,"#ff8805"
1351,rankings,Word,6,2,0.474298,0.015473,0.000135,14,1,1,1782.515015,-2341.829102,10.410959,"#f00016"
1352,ranking,Word,6,2,0.277568,0.015473,0.000135,14,1,1,1796.664673,-2379.509277,10.410959,"#f00016"
1353,ranks,Word,6,3,0.148021,0.029811,0.000177,14,1,3,1901.437378,-2454.942627,10.821918,"#f00016"
1354,rank,Word,6,3,0.151266,0.029811,0.000177,14,1,3,1920.655151,-2418.589844,10.821918,"#f00016"
1355,composite,Word,6,2,0.084465,0.015473,0.000135,14,1,1,1891.997192,-2589.88623,10.410959,"#f00016"
1356,weighting,Word,6,2,0.080035,0.015473,0.000135,14,1,1,1913.3396,-2621.464111,10.410959,"#f00016"
1357,reports,Word,6,3,0.092389,0.034024,0.000175,14,0.333333,1,1310.695679,-2573.33374,10.821918,"#f00016"
1358,final,Word,6,2,0.0489,0.015473,0.000135,14,1,1,1982.743286,-2795.07373,10.410959,"#f00016"
1359,multifactor,Word,6,2,0.04827,0.015473,0.000135,14,1,1,2029.789062,-2791.740723,10.410959,"#f00016"
1360,influential,Word,6,2,0.045441,0.015473,0.000135,14,1,1,2014.079468,-2852.207275,10.410959,"#f00016"
1361,counselors,Word,6,2,0.045598,0.015473,0.000135,14,1,1,2067.285156,-2827.710449,10.410959,"#f00016"
1362,sat,Word,6,1,0.027064,0.008969,0.000089,14,0,0,2044.749268,-2884.342773,10,"#f00016"
1363,scorecard,Word,6,1,0.025933,0.008969,0.000089,14,0,0,2097.950439,-2885.355469,10,"#f00016"
1364,criticized,Word,6,2,0.037094,0.023825,0.000127,14,0,0,1322.640381,-1806.04126,10.410959,"#f00016"
1365,systems,Word,4,5,0.160464,0.054382,0.000275,17,0.1,1,-1432.0354,502.649719,11.643835,"#05ff00"
1366,annually,Word,6,1,0.025055,0.008969,0.000089,14,0,0,2110.641846,-2925.739502,10,"#f00016"
1368,aid,Word,15,5,0.703412,0.098318,0.000249,13,1,10,764.09668,31.729166,11.643835,"#ff8805"
1369,foundations,Word,6,6,0.378799,0.09412,0.000287,6,0.733333,11,487.874481,-197.665436,12.054794,"#f00016"
1370,assistance,Word,15,3,0.109353,0.0532,0.000168,13,0.333333,1,1178.305298,295.634155,10.821918,"#ff8805"
1371,abroad,Word,6,3,0.098739,0.058696,0.000167,14,0.333333,1,1372.197876,-941.167908,10.821918,"#f00016"
1372,overseas,Word,15,2,0.045299,0.043286,0.000125,13,1,1,1169.947632,155.341446,10.410959,"#ff8805"
1373,aggregate,Word,15,1,0.02592,0.026131,0.000083,13,0,0,1257.281982,181.279816,10,"#ff8805"
1374,corrupt,Word,2,6,0.206872,0.102803,0.000291,13,0.266667,4,-745.152649,293.176117,12.054794,"#73c000"
1375,tariff,Word,15,4,0.078178,0.070266,0.000207,17,0.333333,2,-820.809631,1364.357178,11.232877,"#ff8805"
1376,redirectednot,Word,15,1,0.021347,0.026131,0.000083,13,0,0,1411.17627,256.156769,10,"#ff8805"
1377,predicament,Word,15,1,0.021347,0.026131,0.000083,13,0,0,1430.560181,240.107422,10,"#ff8805"
1378,recipientsto,Word,15,1,0.021347,0.026131,0.000083,13,0,0,1476.718506,237.952362,10,"#ff8805"
1379,policies,Word,9,9,0.210125,0.168389,0.00043,12,0.25,9,-61.331593,99.654335,13.287671,"#ff2ec4"
1380,corruption,Word,2,6,0.399745,0.10771,0.000293,13,0.533333,8,-691.150513,383.837677,12.054794,"#73c000"
1381,reliance,Word,15,1,0.018129,0.026131,0.000083,13,0,0,1638.612183,291.195618,10,"#ff8805"
1382,squandered,Word,15,2,0.038475,0.043286,0.000125,13,1,1,1256.728516,250.000717,10.410959,"#ff8805"
1384,contraception,Word,8,3,0.312627,0.026681,0.000182,5,1,3,3707.043945,-1369.523682,10.821918,"#4c463e"
1385,priests,Word,8,2,0.116841,0.016753,0.000139,5,1,1,3874.990234,-1410.506714,10.410959,"#4c463e"
1386,doctrine,Word,8,2,0.086882,0.016753,0.000139,5,1,1,3965.923096,-1438.389526,10.410959,"#4c463e"
1387,nonmarital,Word,8,2,0.068731,0.016753,0.000139,5,1,1,4050.897461,-1474.26709,10.410959,"#4c463e"
1388,procreative,Word,8,1,0.029419,0.008428,0.000094,5,0,0,4294.083008,-1491.581665,10,"#4c463e"
1389,papal,Word,8,1,0.029419,0.008428,0.000094,5,0,0,4277.225586,-1519.593628,10,"#4c463e"
1390,nuns,Word,8,1,0.029419,0.008428,0.000094,5,0,0,4289.741699,-1457.397949,10,"#4c463e"
1391,pope,Word,8,5,0.117873,0.038197,0.000293,22,0.4,4,2185.003662,-1020.222351,11.643835,"#4c463e"
1392,churchs,Word,8,2,0.048763,0.016753,0.000139,5,1,1,4189.249512,-1510.119873,10.410959,"#4c463e"
1393,christianity,Word,8,2,0.04781,0.016753,0.000139,5,1,1,4224.442871,-1542.932983,10.410959,"#4c463e"
1394,catholics,Word,8,3,0.111172,0.026681,0.000182,5,1,3,3820.407715,-1372.705933,10.821918,"#4c463e"
1395,abstinence,Word,8,1,0.027236,0.008428,0.000094,5,0,0,4331.983398,-1522.053345,10,"#4c463e"
1396,facilitates,Word,8,1,0.023158,0.008428,0.000094,5,0,0,4413.272949,-1544.957397,10,"#4c463e"
1397,undermine,Word,8,1,0.02092,0.008428,0.000094,5,0,0,4465.413086,-1585.148926,10,"#4c463e"
1398,venereal,Word,8,1,0.020768,0.008428,0.000094,5,0,0,4514.288574,-1530.909668,10,"#4c463e"
1399,rhythm,Word,8,1,0.020768,0.008428,0.000094,5,0,0,4519.342285,-1610.589233,10,"#4c463e"
1400,prostitutes,Word,8,2,0.038729,0.016753,0.000139,5,1,1,4319.341309,-1595.90686,10.410959,"#4c463e"
1401,masturbation,Word,8,1,0.020768,0.008428,0.000094,5,0,0,4503.330078,-1572.755493,10,"#4c463e"
1403,dollar,Word,15,5,0.24668,0.094196,0.000235,12,0.5,5,572.35022,623.17041,11.643835,"#ff8805"
1404,dollars,Word,15,2,0.124354,0.061048,0.00012,12,1,1,512.315063,1010.402771,10.410959,"#ff8805"
1405,international,Word,15,4,0.163415,0.072613,0.000202,12,0.5,3,577.026855,765.50769,11.232877,"#ff8805"
1406,currencies,Word,15,4,0.139555,0.063514,0.000198,12,1,6,1005.931396,724.143799,11.232877,"#ff8805"
1407,transactions,Word,15,2,0.078352,0.02257,0.00013,24,0,0,251.3134,-547.573792,10.410959,"#ff8805"
1408,merchants,Word,15,1,0.029377,0.018193,0.000082,12,0,0,1030.861572,1458.097534,10,"#ff8805"
1409,trade,Word,15,4,0.069708,0.071158,0.000196,12,0.166667,1,1044.15332,1266.905029,11.232877,"#ff8805"
1410,devalue,Word,15,1,0.025762,0.018193,0.000082,12,0,0,1068.685303,1580.77832,10,"#ff8805"
1411,buy,Word,2,3,0.067349,0.048345,0.000171,0,0.333333,1,-984.833801,930.272034,10.821918,"#73c000"
1412,penny,Word,15,1,0.025193,0.018193,0.000082,12,0,0,1103.457397,1570.908081,10,"#ff8805"
1413,surpluses,Word,15,1,0.024691,0.018193,0.000082,12,0,0,1082.886841,1650.400146,10,"#ff8805"
1414,accumulated,Word,15,2,0.04024,0.037752,0.000119,12,1,1,1224.595703,1165.093018,10.410959,"#ff8805"
1415,status,Word,15,2,0.038197,0.031821,0.000122,15,0,0,1114.73877,497.48938,10.410959,"#ff8805"
1416,worlds,Word,15,4,0.071073,0.065138,0.000201,13,0,0,1744.321655,475.290161,11.232877,"#ff8805"
1417,major,Word,19,2,0.039789,0.028107,0.000125,24,0,0,1796.401123,1353.212402,10.410959,"#b88a00"
1419,bureaucracy,Word,2,2,0.11975,0.040513,0.000128,29,0,0,-992.807739,724.538452,10.410959,"#73c000"
1420,department,Word,2,3,0.11823,0.060375,0.00017,29,0.333333,1,-886.308167,493.252167,10.821918,"#73c000"
1421,bureaucracies,Word,2,3,0.144493,0.063205,0.000165,29,0.666667,2,-972.854309,812.83197,10.821918,"#73c000"
1422,officials,Word,2,9,0.325739,0.14583,0.000417,21,0.444444,16,-798.119385,1055.736816,13.287671,"#73c000"
1423,agency,Word,2,2,0.082503,0.026268,0.000137,29,1,1,-1204.184082,957.353821,10.410959,"#73c000"
1424,provider,Word,2,1,0.041805,0.014732,0.000091,29,0,0,-1075.924316,903.976624,10,"#73c000"
1425,supervise,Word,2,1,0.03968,0.014732,0.000091,29,0,0,-1100.141235,937.001404,10,"#73c000"
1426,procurement,Word,2,1,0.038338,0.014732,0.000091,29,0,0,-1123.157837,960.032043,10,"#73c000"
1427,agencies,Word,2,6,0.132996,0.148083,0.000283,29,0.6,9,-1052.345947,749.665283,12.054794,"#73c000"
1428,bureaucratic,Word,2,2,0.054049,0.037424,0.000129,29,1,1,-1134.544189,1063.040283,10.410959,"#73c000"
1429,needs,Word,2,1,0.031575,0.014732,0.000091,29,0,0,-1252.371216,1111.210571,10,"#73c000"
1430,consultant,Word,2,1,0.029234,0.014732,0.000091,29,0,0,-1279.168945,1149.288818,10,"#73c000"
1431,technical,Word,2,2,0.037808,0.020544,0.000137,25,0,0,-1921.347534,-361.763153,10.410959,"#73c000"
1432,governmental,Word,2,1,0.025317,0.014732,0.000091,29,0,0,-1353.703979,1186.345825,10,"#73c000"
1433,contracts,Word,8,6,0.126649,0.078303,0.000307,5,0.133333,2,1353.648071,-175.558182,12.054794,"#4c463e"
1434,highlevel,Word,2,2,0.042191,0.046204,0.000128,29,1,1,-1047.098267,1204.075195,10.410959,"#73c000"
1435,contacts,Word,2,1,0.024828,0.014732,0.000091,29,0,0,-1342.573486,1228.904907,10,"#73c000"
1436,formal,Word,2,1,0.0224,0.014732,0.000091,29,0,0,-1374.754028,1309.306885,10,"#73c000"
1437,secretary,Word,2,1,0.022052,0.014732,0.000091,29,0,0,-1426.06543,1270.444702,10,"#73c000"
1438,chief,Word,2,1,0.019632,0.014732,0.000091,29,0,0,-1436.194458,1407.470459,10,"#73c000"
1439,goals,Word,6,2,0.039975,0.02754,0.000136,29,0,0,-540.303467,-165.066513,10.410959,"#f00016"
1441,summers,Word,6,3,0.324574,0.038359,0.00018,14,1,3,1806.272095,-1967.871826,10.821918,"#f00016"
1442,harvard,Word,6,4,0.275719,0.052098,0.000221,14,1,6,1857.141602,-2009.661255,11.232877,"#f00016"
1443,apology,Word,6,2,0.089626,0.023288,0.00014,14,1,1,1956.542847,-2163.857178,10.410959,"#f00016"
1444,member,Word,6,2,0.060247,0.023288,0.00014,14,1,1,2027.628052,-2302.641113,10.410959,"#f00016"
1445,resignation,Word,6,2,0.071842,0.023288,0.00014,14,1,1,2002.543945,-2229.477783,10.410959,"#f00016"
1446,campus,Word,6,2,0.059751,0.023288,0.00014,14,1,1,2076.303223,-2277.996582,10.410959,"#f00016"
1447,remarks,Word,6,2,0.056068,0.023288,0.00014,14,1,1,2050.121582,-2353.116699,10.410959,"#f00016"
1448,summerss,Word,6,2,0.055867,0.023288,0.00014,14,1,1,2086.424072,-2331.023438,10.410959,"#f00016"
1449,controversy,Word,6,4,0.077345,0.034803,0.000251,22,0.333333,2,-11.563169,-1732.481201,11.232877,"#f00016"
1450,inferior,Word,6,1,0.020311,0.011623,0.000092,14,0,0,2175.173096,-2681.912842,10,"#f00016"
1451,apologized,Word,6,2,0.035143,0.023288,0.00014,14,1,1,2218.362549,-2556.414551,10.410959,"#f00016"
1452,abject,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2260.102539,-2743.822754,10,"#f00016"
1453,huff,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2316.2146,-2676.077637,10,"#f00016"
1454,communiststyle,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2233.888184,-2694.675537,10,"#f00016"
1455,conanthas,Word,6,2,0.035143,0.023288,0.00014,14,1,1,2151.187744,-2589.245605,10.410959,"#f00016"
1456,denounces,Word,6,2,0.035143,0.023288,0.00014,14,1,1,2272.484131,-2553.857666,10.410959,"#f00016"
1457,robinson,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2267.673828,-2669.325195,10,"#f00016"
1458,fourlegged,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2219.486328,-2740.372314,10,"#f00016"
1459,reeducation,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2185.115967,-2720.807373,10,"#f00016"
1460,denunciator,Word,6,2,0.035143,0.023288,0.00014,14,1,1,2209.049072,-2599.903809,10.410959,"#f00016"
1461,alston,Word,6,1,0.019781,0.011623,0.000092,14,0,0,2292.300049,-2711.895996,10,"#f00016"
1463,capitalism,Word,20,1,0.126197,0.01401,0.000096,32,0,0,982.200134,-616.481689,10,"#800f00"
1464,communism,Word,20,2,0.159898,0.020853,0.000157,32,0,0,1547.274414,-597.019104,10.410959,"#800f00"
1465,socialism,Word,20,2,0.122946,0.018129,0.000168,32,1,1,1211.18811,-1176.79541,10.410959,"#800f00"
1466,capitalist,Word,20,1,0.081341,0.01401,0.000096,32,0,0,1036.073975,-667.130981,10,"#800f00"
1467,socialist,Word,20,3,0.134094,0.040812,0.00021,32,0.666667,2,1322.287842,-1457.891357,10.821918,"#800f00"
1468,boom,Word,20,4,0.068872,0.054094,0.000211,32,0.166667,1,911.434692,1738.537354,11.232877,"#800f00"
1469,labour,Word,20,1,0.025275,0.01401,0.000096,32,0,0,1344.230469,-861.796753,10,"#800f00"
1470,bismarck,Word,20,1,0.025275,0.01401,0.000096,32,0,0,1376.019409,-838.849243,10,"#800f00"
1471,versus,Word,20,1,0.024597,0.01401,0.000096,32,0,0,1412.053955,-832.677124,10,"#800f00"
1472,ideologies,Word,20,1,0.023869,0.01401,0.000096,32,0,0,1457.348389,-833.292114,10,"#800f00"
1473,hayeks,Word,20,1,0.022871,0.01401,0.000096,32,0,0,1561.739746,-797.77063,10,"#800f00"
1474,economies,Word,20,4,0.067611,0.064933,0.00022,32,0.5,3,1683.390747,-297.694702,11.232877,"#800f00"
1475,century,Word,20,4,0.068699,0.052544,0.000229,32,0.166667,1,508.784332,-706.726135,11.232877,"#800f00"
1476,logic,Word,20,1,0.020932,0.01401,0.000096,32,0,0,1689.433594,-789.364502,10,"#800f00"
1477,modern,Word,20,1,0.020302,0.01401,0.000096,32,0,0,1891.064697,-530.447388,10,"#800f00"
1478,twentieth,Word,20,1,0.019697,0.01401,0.000096,32,0,0,1942.531006,-593.410645,10,"#800f00"
1479,rationale,Word,20,1,0.017479,0.01401,0.000096,32,0,0,1997.430786,-734.908386,10,"#800f00"
1480,radical,Word,20,1,0.017302,0.01401,0.000096,32,0,0,2051.744385,-667.217834,10,"#800f00"
1482,regulated,Word,2,5,0.177885,0.078166,0.000249,0,0.4,4,-1196.215332,1157.450073,11.643835,"#73c000"
1483,regulations,Word,2,5,0.20824,0.073317,0.000258,0,0.4,4,-1228.462769,993.00354,11.643835,"#73c000"
1484,regulators,Word,2,6,0.340636,0.094979,0.000295,0,0.466667,7,-1129.875,1002.170044,12.054794,"#73c000"
1485,instruments,Word,2,1,0.027586,0.011735,0.000092,0,0,0,-1800.222412,1248.257568,10,"#73c000"
1486,abler,Word,2,2,0.049599,0.023272,0.000138,0,1,1,-1665.706787,1207.221313,10.410959,"#73c000"
1487,free,Word,2,2,0.043458,0.022816,0.000144,14,0,0,84.131241,-739.088928,10.410959,"#73c000"
1488,restrictions,Word,4,5,0.089998,0.06384,0.000267,0,0.1,1,-2015.317749,-501.739136,11.643835,"#05ff00"
1489,externalities,Word,2,2,0.037526,0.028567,0.000129,0,0,0,-1681.091797,2089.098145,10.410959,"#73c000"
1490,safety,Word,4,4,0.130048,0.033087,0.00023,17,0.166667,1,-2587.147705,2080.656494,11.232877,"#05ff00"
1491,tendency,Word,2,1,0.021243,0.011735,0.000092,0,0,0,-1984.089966,1257.438721,10,"#73c000"
1492,hire,Word,2,2,0.035653,0.022813,0.000132,0,0,0,-831.742065,-497.99176,10.410959,"#73c000"
1493,methods,Word,2,1,0.021143,0.011735,0.000092,0,0,0,-2034.481079,1233.80481,10,"#73c000"
1494,layer,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-1991.367432,1308.569946,10,"#73c000"
1495,hacks,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-2028.009521,1310.624512,10,"#73c000"
1496,constraining,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-2092.6604,1247.77063,10,"#73c000"
1497,unconstrained,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-2062.742676,1316.719727,10,"#73c000"
1498,capturethe,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-2048.731934,1272.518677,10,"#73c000"
1499,irksome,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-1959.366455,1321.761963,10,"#73c000"
1500,industryis,Word,2,1,0.020869,0.011735,0.000092,0,0,0,-2086.030273,1288.833618,10,"#73c000"
1502,ceiling,Word,3,3,0.599891,0.057152,0.000158,7,1,3,-93.245003,1252.832764,10.821918,"#9900e0"
1503,statute,Word,3,3,0.193502,0.055349,0.000158,7,0.333333,1,-222.689651,1386.178711,10.821918,"#9900e0"
1504,repeal,Word,3,2,0.0731,0.035428,0.000121,7,1,1,-270.984222,1611.982666,10.410959,"#9900e0"
1505,legislative,Word,3,4,0.101511,0.060577,0.0002,7,1,6,-463.158356,1160.852295,11.232877,"#9900e0"
1506,raise,Word,3,6,0.115095,0.09978,0.000262,7,0.2,3,96.73439,1889.172729,12.054794,"#9900e0"
1507,threatening,Word,3,1,0.03755,0.019015,0.000084,7,0,0,-382.69104,1646.92395,10,"#9900e0"
1508,lever,Word,3,1,0.035422,0.019015,0.000084,7,0,0,-377.768494,1784.732666,10,"#9900e0"
1509,passed,Word,3,2,0.048303,0.036507,0.000123,7,0,0,-224.387207,1870.413818,10.410959,"#9900e0"
1510,improper,Word,3,2,0.048,0.035428,0.000121,7,1,1,-275.164642,1914.909058,10.410959,"#9900e0"
1511,prevents,Word,3,1,0.029335,0.019015,0.000084,7,0,0,-366.742371,1898.193115,10,"#9900e0"
1512,congresss,Word,3,1,0.028687,0.019015,0.000084,7,0,0,-376.356201,1930.299683,10,"#9900e0"
1513,refusal,Word,3,1,0.028115,0.019015,0.000084,7,0,0,-347.405121,1960.768188,10,"#9900e0"
1514,signed,Word,3,1,0.025327,0.019015,0.000084,7,0,0,-348.154602,2036.570435,10,"#9900e0"
1516,proposal,Word,9,3,0.28745,0.04441,0.000192,22,1,3,-1381.537964,422.682343,10.821918,"#ff2ec4"
1517,bloombergs,Word,9,2,0.070664,0.027056,0.000146,22,1,1,-1622.078735,547.285767,10.410959,"#ff2ec4"
1518,ought,Word,9,1,0.049958,0.011554,0.000099,22,0,0,-1612.622559,576.311401,10,"#ff2ec4"
1519,implemented,Word,9,2,0.065955,0.027056,0.000146,22,1,1,-1668.695068,544.932861,10.410959,"#ff2ec4"
1520,operate,Word,9,2,0.067293,0.023091,0.000145,22,0,0,-1615.417725,852.611267,10.410959,"#ff2ec4"
1521,step,Word,9,3,0.074297,0.04441,0.000192,22,1,3,-1665.462769,433.897491,10.821918,"#ff2ec4"
1522,proposals,Word,9,2,0.064245,0.027056,0.000146,22,1,1,-1652.474854,502.958618,10.410959,"#ff2ec4"
1523,attention,Word,9,1,0.036624,0.011554,0.000099,22,0,0,-1764.300293,600.388184,10,"#ff2ec4"
1524,intervention,Word,9,3,0.095941,0.04441,0.000192,22,1,3,-1559.616455,397.315308,10.821918,"#ff2ec4"
1525,concerns,Word,9,1,0.034385,0.011554,0.000099,22,0,0,-1799.304688,634.172852,10,"#ff2ec4"
1526,significance,Word,9,1,0.034385,0.011554,0.000099,22,0,0,-1821.063965,602.49939,10,"#ff2ec4"
1527,ails,Word,9,1,0.03378,0.011554,0.000099,22,0,0,-1855.948486,641.523682,10,"#ff2ec4"
1528,proposalan,Word,9,1,0.03378,0.011554,0.000099,22,0,0,-1856.111816,601.230591,10,"#ff2ec4"
1529,announcements,Word,9,1,0.03378,0.011554,0.000099,22,0,0,-1832.167603,643.078796,10,"#ff2ec4"
1530,proposed,Word,9,3,0.067582,0.04441,0.000192,22,1,3,-1733.828491,431.607635,10.821918,"#ff2ec4"
